id,quiz_id,question_id,question,options,correct_answer,explanation,order_index,created_at
5701ed7f-cabb-4ef5-9ad6-5fe5259d716b,prophets,q034,Which prophet was born without a father?,"[""Moses"", ""Jesus"", ""John"", ""Isaac""]",1,"Prophet Jesus (Isa) was born to Mary (Maryam) without a father, as a miracle from Allah.",34,2026-01-11T09:06:19.169067+00:00
fd536d66-f9f3-42a9-9db2-a79792fdd3d6,prophets,q035,"Which prophet was known as ""The Patient One"" (As-Sabur)?","[""Job"", ""Joseph"", ""Noah"", ""Abraham""]",0,Prophet Job (Ayyub) is known for his extreme patience during his trials and tribulations.,35,2026-01-11T09:06:19.169067+00:00
a2f9c5a3-56da-4041-b386-1771ebcebfdd,prophets,q036,Which prophet was swallowed by a whale?,"[""Moses"", ""Jonah"", ""Noah"", ""Solomon""]",1,"Prophet Jonah (Yunus) was swallowed by a whale after leaving his people, but he repented and was saved.",36,2026-01-11T09:06:19.169067+00:00
8149ce5f-fe58-486c-a395-1c813d9a860a,prophets,q037,"Which prophet is known as the ""Father of Prophets""?","[""Moses"", ""Joseph"", ""Abraham"", ""Noah""]",2,"Prophet Abraham is called the ""Father of Prophets"" because many prophets, including Isaac, Ishmael, and their descendants, came from his lineage.",37,2026-01-11T09:06:19.169067+00:00
06e66ade-7946-450a-9c91-af1606286fe1,prophets,q038,Which prophet was given the ability to bring the dead back to life?,"[""Moses"", ""Jesus"", ""Solomon"", ""David""]",1,"Prophet Jesus was given the ability, by Allah's permission, to bring the dead back to life as one of his miracles.",38,2026-01-11T09:06:19.169067+00:00
616b6163-f54b-40b2-a27b-b4368530f3e2,prophets,q039,Which prophet built the Kaaba with his son?,"[""Moses"", ""Joseph"", ""Abraham"", ""Noah""]",2,Prophet Abraham and his son Ishmael built the Kaaba in Mecca as a house of worship for Allah.,39,2026-01-11T09:06:19.169067+00:00
4f1902cd-84e6-4659-8db0-e7b57104f2e7,prophets,q040,Which prophet was known for his wisdom and ability to judge between people?,"[""Moses"", ""David"", ""Solomon"", ""Joseph""]",2,"Prophet Solomon was known for his great wisdom and ability to make just judgments, as demonstrated in the story of the two women and the child.",40,2026-01-11T09:06:19.169067+00:00
fb583110-6b0b-4f31-ae18-3185bb208781,prophets,q041,"Which prophet was known as ""The Chosen One"" (Al-Mustafa)?","[""Moses"", ""Jesus"", ""Muhammad"", ""Abraham""]",2,"Prophet Muhammad (peace be upon him) is known as ""Al-Mustafa"" (The Chosen One) as he was chosen by Allah to deliver the final message.",41,2026-01-11T09:06:19.169067+00:00
8200ccfa-c8ac-489e-8348-cf99861d7c0a,prophets,q042,Which prophet was given the Tablets (Law)?,"[""Moses"", ""David"", ""Solomon"", ""Jesus""]",0,Prophet Moses was given the Tablets containing the Law (Torah) on Mount Sinai.,42,2026-01-11T09:06:19.169067+00:00
a7c2e4a1-16aa-4618-8eb1-bf98e500b39e,prophets,q043,Which prophet was known for his ability to interpret dreams?,"[""Moses"", ""Joseph"", ""Solomon"", ""David""]",1,"Prophet Joseph was given the ability to interpret dreams, which eventually led to his position of authority in Egypt.",43,2026-01-11T09:06:19.169067+00:00
4a5f324b-b4e9-488d-aaca-8be89557e610,prophets,q044,Which prophet is mentioned most frequently in the Quran?,"[""Moses"", ""Abraham"", ""Noah"", ""Muhammad""]",0,"Prophet Moses is mentioned most frequently in the Quran, appearing in numerous chapters and stories.",44,2026-01-11T09:06:19.169067+00:00
443f5d2a-72a0-4dc2-a3f4-9584d1ab06e8,prophets,q045,"Which prophet was known as ""The Messenger of Glad Tidings""?","[""Moses"", ""Jesus"", ""Muhammad"", ""Noah""]",2,"Prophet Muhammad (peace be upon him) is known as the ""Messenger of Glad Tidings"" for bringing the message of Islam.",45,2026-01-11T09:06:19.169067+00:00
a41b9341-6ceb-4192-8435-d5a8146bbf47,prophets,q046,Which prophet was given the ability to control the wind?,"[""Moses"", ""Solomon"", ""Noah"", ""Abraham""]",1,"Prophet Solomon was given control over the wind, which would carry him and his armies great distances.",46,2026-01-11T09:06:19.169067+00:00
69344c65-42c8-4729-81bd-8ddba9265709,prophets,q047,Which prophet was known for his beautiful recitation of the Quran?,"[""Moses"", ""David"", ""Muhammad"", ""Jesus""]",2,Prophet Muhammad (peace be upon him) had a beautiful voice and was known for his excellent recitation of the Quran.,47,2026-01-11T09:06:19.169067+00:00
cc9be8c3-f5e4-42f8-ae4e-809e252e81f0,prophets,q048,Which prophet was given the ability to make iron soft?,"[""Moses"", ""David"", ""Solomon"", ""Joseph""]",1,"Prophet David was given the ability to make iron soft with his hands, allowing him to create armor and tools.",48,2026-01-11T09:06:19.169067+00:00
1badc62c-8376-433f-b0d0-0403ff9476dd,prophets,q049,"Which prophet was known as ""The Trustworthy"" (Al-Amin)?","[""Moses"", ""Jesus"", ""Muhammad"", ""Abraham""]",2,"Prophet Muhammad (peace be upon him) was known as ""Al-Amin"" (The Trustworthy) even before his prophethood due to his honesty and integrity.",49,2026-01-11T09:06:19.169067+00:00
426a2e60-64dd-4224-bb04-da391384c55e,prophets,q050,Which prophet was given the ability to split the sea?,"[""Moses"", ""Noah"", ""Solomon"", ""David""]",0,Prophet Moses was given the miracle of splitting the Red Sea to allow the Children of Israel to escape from Pharaoh.,50,2026-01-11T09:06:19.169067+00:00
